nation n##n.n_nationkey,=,0
nation n##n.n_nationkey,=,2
nation n##n.n_nationkey,=,4
nation n##n.n_nationkey,=,6
nation n##n.n_nationkey,=,8
nation n##n.n_nationkey,=,10
nation n##n.n_nationkey,=,12
nation n##n.n_nationkey,=,14
nation n##n.n_nationkey,=,16
nation n##n.n_nationkey,=,18
nation n##n.n_nationkey,=,20
nation n##n.n_nationkey,=,22
nation n##n.n_nationkey,=,24
region r##r.r_regionkey,=,0
region r##r.r_regionkey,=,1
region r##r.r_regionkey,=,2
region r##r.r_regionkey,=,3
region r##r.r_regionkey,=,4
region r##r.r_regionkey,=,0
region r##r.r_regionkey,=,1
region r##r.r_regionkey,=,2
region r##r.r_regionkey,=,3
region r##r.r_regionkey,=,4
nation n##n.n_nationkey,>,0
nation n##n.n_nationkey,>,2
nation n##n.n_nationkey,>,4
nation n##n.n_nationkey,>,6
nation n##n.n_nationkey,>,8
nation n##n.n_nationkey,>,10
nation n##n.n_nationkey,>,12
nation n##n.n_nationkey,>,14
nation n##n.n_nationkey,>,16
nation n##n.n_nationkey,>,18
nation n##n.n_nationkey,>,20
nation n##n.n_nationkey,>,22
nation n##n.n_nationkey,>,24
nation n##n.n_nationkey,<,0
nation n##n.n_nationkey,<,2
nation n##n.n_nationkey,<,4
nation n##n.n_nationkey,<,6
nation n##n.n_nationkey,<,8
nation n##n.n_nationkey,<,10
nation n##n.n_nationkey,<,12
nation n##n.n_nationkey,<,14
nation n##n.n_nationkey,<,16
nation n##n.n_nationkey,<,18
nation n##n.n_nationkey,<,20
nation n##n.n_nationkey,<,22
nation n##n.n_nationkey,<,24
lineitem l##l.l_quantity,=,5
lineitem l##l.l_quantity,=,10
lineitem l##l.l_quantity,=,15
lineitem l##l.l_quantity,=,20
lineitem l##l.l_quantity,=,25
lineitem l##l.l_quantity,=,30
lineitem l##l.l_quantity,=,35
lineitem l##l.l_quantity,=,40
lineitem l##l.l_quantity,=,45
lineitem l##l.l_quantity,=,50
supplier s##s.s_suppkey,<,10000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,25000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,40000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,55000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,70000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,85000,s.s_acctbal,<,4820.26
supplier s##s.s_suppkey,<,100000,s.s_acctbal,<,4820.26
region r##r.r_regionkey,>,0
region r##r.r_regionkey,>,1
region r##r.r_regionkey,>,2
region r##r.r_regionkey,>,3
region r##r.r_regionkey,>,4
nation n##n.n_nationkey,=,0
nation n##n.n_nationkey,=,2
nation n##n.n_nationkey,=,4
nation n##n.n_nationkey,=,6
nation n##n.n_nationkey,=,8
nation n##n.n_nationkey,=,10
nation n##n.n_nationkey,=,12
nation n##n.n_nationkey,=,14
nation n##n.n_nationkey,=,16
nation n##n.n_nationkey,=,18
nation n##n.n_nationkey,=,20
nation n##n.n_nationkey,=,22
nation n##n.n_nationkey,=,24
region r##r.r_regionkey,>,0
region r##r.r_regionkey,>,1
region r##r.r_regionkey,>,2
region r##r.r_regionkey,>,3
region r##r.r_regionkey,>,4
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,5
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,10
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,15
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,20
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,25
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,30
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,35
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,40
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,45
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,50
nation n##n.n_nationkey,=,0
nation n##n.n_nationkey,=,2
nation n##n.n_nationkey,=,4
nation n##n.n_nationkey,=,6
nation n##n.n_nationkey,=,8
nation n##n.n_nationkey,=,10
nation n##n.n_nationkey,=,12
nation n##n.n_nationkey,=,14
nation n##n.n_nationkey,=,16
nation n##n.n_nationkey,=,18
nation n##n.n_nationkey,=,20
nation n##n.n_nationkey,=,22
nation n##n.n_nationkey,=,24
orders o##o.o_orderdate,>,'1992-01-01'
orders o##o.o_orderdate,>,'1994-01-01'
orders o##o.o_orderdate,>,'1995-06-01'
orders o##o.o_orderdate,>,'1996-12-01'
orders o##o.o_orderdate,>,'1998-12-01'
part p##p.p_retailprice,<,1799.33,p.p_size,<,5
part p##p.p_retailprice,<,1799.33,p.p_size,<,10
part p##p.p_retailprice,<,1799.33,p.p_size,<,15
part p##p.p_retailprice,<,1799.33,p.p_size,<,20
part p##p.p_retailprice,<,1799.33,p.p_size,<,25
part p##p.p_retailprice,<,1799.33,p.p_size,<,30
part p##p.p_retailprice,<,1799.33,p.p_size,<,35
part p##p.p_retailprice,<,1799.33,p.p_size,<,40
part p##p.p_retailprice,<,1799.33,p.p_size,<,45
part p##p.p_retailprice,<,1799.33,p.p_size,<,50
customer c##c.c_custkey,<,10000
customer c##c.c_custkey,<,30000
customer c##c.c_custkey,<,50000
customer c##c.c_custkey,<,70000
customer c##c.c_custkey,<,90000
customer c##c.c_custkey,<,110000
customer c##c.c_custkey,<,130000
customer c##c.c_custkey,=,10000
customer c##c.c_custkey,=,30000
customer c##c.c_custkey,=,50000
customer c##c.c_custkey,=,70000
customer c##c.c_custkey,=,90000
customer c##c.c_custkey,=,110000
customer c##c.c_custkey,=,130000
customer c##c.c_custkey,<,10000
customer c##c.c_custkey,<,30000
customer c##c.c_custkey,<,50000
customer c##c.c_custkey,<,70000
customer c##c.c_custkey,<,90000
customer c##c.c_custkey,<,110000
customer c##c.c_custkey,<,130000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,10000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,30000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,50000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,70000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,90000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,110000
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,130000
region r##r.r_regionkey,=,0
region r##r.r_regionkey,=,1
region r##r.r_regionkey,=,2
region r##r.r_regionkey,=,3
region r##r.r_regionkey,=,4
region r##r.r_regionkey,=,0
region r##r.r_regionkey,=,1
region r##r.r_regionkey,=,2
region r##r.r_regionkey,=,3
region r##r.r_regionkey,=,4
region r##r.r_regionkey,=,0
region r##r.r_regionkey,=,1
region r##r.r_regionkey,=,2
region r##r.r_regionkey,=,3
region r##r.r_regionkey,=,4
lineitem l##l.l_quantity,=,5,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,10,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,15,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,20,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,25,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,30,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,35,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,40,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,45,l.l_commitdate,>,'1992-10-05'
lineitem l##l.l_quantity,=,50,l.l_commitdate,>,'1992-10-05'
customer c##c.c_custkey,>,10000,c.c_acctbal,>,-98.18
customer c##c.c_custkey,>,30000,c.c_acctbal,>,-98.18
